年份,学校,_985,_211,双一流,科类,批次,专业,最低分,最低分排名,全国统一招生代码,招生类型,生源地
2017,清华大学,1,1,1,理科,本科一批,,687,90,10003,普通类,四川
2017,清华大学,1,1,1,文科,本科一批,,652,17,10003,普通类,四川
2017,北京大学,1,1,1,理科,本科一批,,688,80,10001,普通类,四川
2017,北京大学,1,1,1,文科,本科一批,,650,25,10001,普通类,四川
2017,浙江大学,1,1,1,理科,本科一批,,671,459,10335,普通类,四川
2017,浙江大学,1,1,1,文科,本科一批,,633,146,10335,普通类,四川
2017,上海交通大学,1,1,1,理科,本科一批,,684,122,10248,普通类,四川
2017,上海交通大学,1,1,1,文科,本科一批,,641,70,10248,普通类,四川
2017,复旦大学,1,1,1,理科,本科一批,,674,351,10246,普通类,四川
2017,复旦大学,1,1,1,文科,本科一批,,638,88,10246,普通类,四川
2017,南京大学,1,1,1,理科,本科一批,,665,716,10284,普通类,四川
2017,南京大学,1,1,1,文科,本科一批,,631,174,10284,普通类,四川
2017,中国科学技术大学,1,1,1,理科,本科一批,,670,499,10358,普通类,四川
2017,华中科技大学,1,1,1,理科,本科一批,,630,4037,10487,普通类,四川
2017,华中科技大学,1,1,1,文科,本科一批,,599,1446,10487,普通类,四川
2017,武汉大学,1,1,1,理科,本科一批,,644,2216,10486,普通类,四川
2017,武汉大学,1,1,1,文科,本科一批,,624,317,10486,普通类,四川
2017,西安交通大学,1,1,1,理科,本科一批,,638,2871,10698,普通类,四川
2017,西安交通大学,1,1,1,文科,本科一批,,598,1524,10698,普通类,四川
2017,四川大学,1,1,1,理科,本科一批,,608,8759,10610,普通类,四川
2017,四川大学,1,1,1,理科,本科一批,,582,18329,10610,中外合作办学,四川
2017,四川大学,1,1,1,理科,本科一批,,573,22911,10610,护理学,四川
2017,四川大学,1,1,1,文科,本科一批,,601,1309,10610,普通类,四川
2017,中山大学,1,1,1,理科,本科一批,,638,2871,10558,普通类,四川
2017,中山大学,1,1,1,理科,本科一批,,601,10870,10558,民族班,四川
2017,中山大学,1,1,1,文科,本科一批,,619,434,10558,普通类,四川
2017,中山大学,1,1,1,文科,本科一批,,587,2695,10558,民族班,四川
2017,哈尔滨工业大学,1,1,1,理科,本科一批,,631,3884,10213,普通类,四川
2017,哈尔滨工业大学,1,1,1,文科,本科一批,,590,2341,10213,普通类,四川
2017,同济大学,1,1,1,理科,本科一批,,655,1288,10247,普通类,四川
2017,同济大学,1,1,1,文科,本科一批,,613,641,10247,普通类,四川
2017,北京航空航天大学,1,1,1,理科,本科一批,,657,1163,10006,普通类,四川
2017,北京航空航天大学,1,1,1,文科,本科一批,,612,677,10006,普通类,四川
2017,东南大学,1,1,1,理科,本科一批,,636,3137,10286,普通类,四川
2017,东南大学,1,1,1,文科,本科一批,,608,872,10286,普通类,四川
2017,北京理工大学,1,1,1,理科,本科一批,,629,4211,10007,普通类,四川
2017,北京理工大学,1,1,1,文科,本科一批,,605,1028,10007,普通类,四川
2017,中国人民大学,1,1,1,理科,本科一批,,656,1222,10002,普通类,四川
2017,中国人民大学,1,1,1,文科,本科一批,,635,127,10002,普通类,四川
2017,南开大学,1,1,1,理科,本科一批,,650,1654,10055,普通类,四川
2017,南开大学,1,1,1,文科,本科一批,,615,559,10055,普通类,四川
2017,天津大学,1,1,1,理科,本科一批,,628,4398,10056,普通类,四川
2017,山东大学,1,1,1,理科,本科一批,,603,10232,10422,普通类,四川
2017,山东大学,1,1,1,理科,本科一批,,570,24528,10422,西藏定向,四川
2017,山东大学,1,1,1,文科,本科一批,,594,1898,10422,普通类,四川
2017,中南大学,1,1,1,理科,本科一批,,616,6779,10533,普通类,四川
2017,中南大学,1,1,1,文科,本科一批,,593,2008,10533,普通类,四川
2017,西北工业大学,1,1,1,理科,本科一批,,622,5535,10699,普通类,四川
2017,西北工业大学,1,1,1,理科,本科一批,,571,23978,10699,中外合作办学,四川
2017,西北工业大学,1,1,1,文科,本科一批,,584,3108,10699,普通类,四川
2017,华南理工大学,1,1,1,理科,本科一批,,627,4563,10561,普通类,四川
2017,华南理工大学,1,1,1,文科,本科一批,,594,1898,10561,普通类,四川
2017,厦门大学,1,1,1,理科,本科一批,,634,3409,10384,普通类,四川
2017,厦门大学,1,1,1,理科,本科一批,,592,14149,10384,医学类专业,四川
2017,厦门大学,1,1,1,文科,本科一批,,622,357,10384,普通类,四川
2017,吉林大学,1,1,1,理科,本科一批,,597,12259,10183,普通类,四川
2017,吉林大学,1,1,1,理科,本科一批,,567,26344,10183,农林类,四川
2017,吉林大学,1,1,1,文科,本科一批,,596,1698,10183,普通类,四川
2017,中国农业大学,1,1,1,理科,本科一批,,600,11227,10019,普通类,四川
2017,中国农业大学,1,1,1,理科,本科一批,,587,16131,10019,中外合作办学,四川
2017,中国农业大学,1,1,1,文科,本科一批,,597,1616,10019,普通类,四川
2017,中国农业大学,1,1,1,文科,本科一批,,583,3245,10019,中外合作办学,四川
2017,电子科技大学,1,1,1,理科,本科一批,,627,4563,10614,普通类,四川
2017,电子科技大学,1,1,1,文科,本科一批,,586,2815,10614,普通类,四川
2017,大连理工大学,1,1,1,理科,本科一批,,620,5923,10141,普通类,四川
2017,大连理工大学,1,1,1,理科,本科一批,,583,17893,10141,中外合作办学,四川
2017,湖南大学,1,1,1,理科,本科一批,,603,10232,10532,普通类,四川
2017,湖南大学,1,1,1,文科,本科一批,,596,1698,10532,普通类,四川
2017,南京理工大学,0,1,1,理科,本科一批,,599,11546,10288,普通类,四川
2017,南京理工大学,0,1,1,文科,本科一批,,580,3754,10288,普通类,四川
2017,重庆大学,1,1,1,理科,本科一批,,605,9615,10611,普通类,四川
2017,重庆大学,1,1,1,理科,本科一批,,584,17456,10611,中外合作办学,四川
2017,重庆大学,1,1,1,文科,本科一批,,597,1616,10611,普通类,四川
2017,北京科技大学,0,1,1,理科,本科一批,,599,11546,10008,普通类,四川
2017,北京科技大学,0,1,1,文科,本科一批,,588,2576,10008,普通类,四川
2017,南京航空航天大学,0,1,1,理科,本科一批,,604,9913,10287,普通类,四川
2017,南京航空航天大学,0,1,1,理科,本科一批,,579,19766,10287,中外合作办学,四川
2017,南京航空航天大学,0,1,1,文科,本科一批,,581,3571,10287,普通类,四川
2017,兰州大学,1,1,1,理科,本科一批,,596,12648,10730,普通类,四川
2017,兰州大学,1,1,1,文科,本科一批,,586,2815,10730,普通类,四川
2017,东北大学,1,1,1,理科,本科一批,,595,12989,10145,普通类,四川
2017,东北大学,1,1,1,文科,本科一批,,584,3108,10145,普通类,四川
2017,北京交通大学,0,1,1,理科,本科一批,,607,9049,10004,普通类,四川
2017,北京交通大学,0,1,1,理科,本科一批,,588,15689,10004,民族班,四川
2017,北京交通大学,0,1,1,理科,本科一批,,577,20758,10004,中外合作办学,四川
2017,北京交通大学,0,1,1,文科,本科一批,,600,1366,10004,普通类,四川
2017,西安电子科技大学,0,1,1,理科,本科一批,,607,9049,10701,普通类,四川
2017,华中农业大学,0,1,1,理科,本科一批,,576,21259,10504,普通类,四川
2017,华中农业大学,0,1,1,文科,本科一批,,580,3754,10504,普通类,四川
2017,苏州大学,0,1,1,理科,本科一批,,592,14149,10285,普通类,四川
2017,苏州大学,0,1,1,理科,本科一批,,561,30032,10285,中外合作办学,四川
2017,苏州大学,0,1,1,文科,本科一批,,594,1898,10285,普通类,四川
2017,华东理工大学,0,1,1,理科,本科一批,,613,7472,10251,普通类,四川
2017,上海大学,0,1,1,理科,本科一批,,594,13361,10280,普通类,四川
2017,上海大学,0,1,1,文科,本科一批,,592,2104,10280,普通类,四川
2017,中国石油大学（北京）,0,1,1,理科,本科一批,,580,19288,11414,普通类,四川
2017,中国石油大学（北京）,0,1,1,文科,本科一批,,584,3108,11414,普通类,四川
2017,南京农业大学,0,1,1,理科,本科一批,,579,19766,10307,普通类,四川
2017,南京农业大学,0,1,1,文科,本科一批,,579,3909,10307,普通类,四川
2017,郑州大学,0,1,1,理科,本科一批,,584,17456,10459,普通类,四川
2017,郑州大学,0,1,1,理科,本科一批,,550,37628,10459,中外合作办学,四川
2017,郑州大学,0,1,1,文科,本科一批,,580,3754,10459,普通类,四川
2017,西南交通大学,0,1,1,理科,本科一批,,595,12989,10613,普通类,四川
2017,西南交通大学,0,1,1,理科,本科一批,,575,21794,10613,峨眉校区就读,四川
2017,西南交通大学,0,1,1,理科,本科一批,,570,24528,10613,中外合作办学,四川
2017,西南交通大学,0,1,1,理科,本科一批,,532,52601,10613,中外合作办学（峨眉校区）,四川
2017,西南交通大学,0,1,1,文科,本科一批,,582,3417,10613,普通类,四川
2017,西南交通大学,0,1,1,文科,本科一批,,565,6995,10613,峨眉校区就读,四川
2017,哈尔滨工程大学,0,1,1,理科,本科一批,,587,16131,10217,普通类,四川
2017,中国矿业大学,0,1,1,理科,本科一批,,577,20758,10290,普通类,四川
2017,中国矿业大学,0,1,1,文科,本科一批,,573,5047,10290,普通类,四川
2017,武汉理工大学,0,1,1,理科,本科一批,,592,14149,10497,普通类,四川
2017,武汉理工大学,0,1,1,文科,本科一批,,581,3571,10497,普通类,四川
2017,中国海洋大学,1,1,1,理科,本科一批,,595,12989,10423,普通类,四川
2017,中国海洋大学,1,1,1,理科,本科一批,,542,43872,10423,中外合作办学,四川
2017,中国海洋大学,1,1,1,文科,本科一批,,590,2341,10423,普通类,四川
2017,中国海洋大学,1,1,1,文科,本科一批,,559,8777,10423,中外合作办学,四川
2017,中国地质大学（武汉）,0,1,1,理科,本科一批,,581,18780,10491,普通类,四川
2017,中国地质大学（武汉）,0,1,1,文科,本科一批,,584,3108,10491,普通类,四川
2017,江南大学,0,1,1,理科,本科一批,,588,15689,10295,普通类,四川
2017,江南大学,0,1,1,文科,本科一批,,585,2956,10295,普通类,四川
2017,河海大学,0,1,1,理科,本科一批,,589,15302,10294,普通类,四川
2017,河海大学,0,1,1,文科,本科一批,,584,3108,10294,普通类,四川
2017,南京师范大学,0,1,1,理科,本科一批,,589,15302,10319,普通类,四川
2017,南京师范大学,0,1,1,文科,本科一批,,591,2216,10319,普通类,四川
2017,北京邮电大学,0,1,1,理科,本科一批,,625,4945,10013,普通类,四川
2017,北京邮电大学,0,1,1,文科,本科一批,,594,1898,10013,普通类,四川
2017,北京化工大学,0,1,1,理科,本科一批,,583,17893,10010,普通类,四川
2017,北京化工大学,0,1,1,理科,本科一批,,567,26344,10010,中外合作办学,四川
2017,中国石油大学（华东）,0,1,1,理科,本科一批,,575,21794,10425,普通类,四川
2017,中国石油大学（华东）,0,1,1,文科,本科一批,,577,4241,10425,普通类,四川
2017,西北大学,0,1,1,理科,本科一批,,583,17893,10697,普通类,四川
2017,西北大学,0,1,1,文科,本科一批,,583,3245,10697,普通类,四川
2017,西南大学,0,1,1,理科,本科一批,,587,16131,10635,普通类,四川
2017,西南大学,0,1,1,理科,本科一批,,557,32668,10635,中外合作办学,四川
2017,西南大学,0,1,1,理科,本科一批,,542,43872,10635,农林类,四川
2017,西南大学,0,1,1,文科,本科一批,,589,2443,10635,普通类,四川
2017,西南大学,0,1,1,文科,本科一批,,571,5464,10635,中外合作办学,四川
2017,中国地质大学（北京）,0,1,1,理科,本科一批,,578,20246,11415,普通类,四川
2017,中国地质大学（北京）,0,1,1,理科,本科一批,,552,36193,11415,民族班,四川
2017,中国地质大学（北京）,0,1,1,文科,本科一批,,582,3417,11415,普通类,四川
2017,福州大学,0,1,1,理科,本科一批,,584,17456,10386,普通类,四川
2017,福州大学,0,1,1,理科,本科一批,,554,34737,10386,地矿类,四川
2017,福州大学,0,1,1,文科,本科一批,,581,3571,10386,普通类,四川
2017,西北农林科技大学,1,1,1,理科,本科一批,,580,19288,10712,普通类,四川
2017,西北农林科技大学,1,1,1,理科,本科一批,,553,35449,10712,西藏定向,四川
